Jugador,Equipo,Competición,Posición,Edad,Partidos,Minutos,Goles,Asistencias,xG,xAG,npxG,ValorMercado,PasesCompletados,IntentosPase,PctPasesCompletados,DistanciaTotalPases,DistanciaProgresiva,PasesClave,Entradas,Intercepciones,Bloqueos,TarjetasAmarillas,TarjetasRojas,Goles_Asistencias,xG_xAG,Equiv_90min,EntradasGanadas,AsistDesdeCruzados,Tiros,TirosAlArco
Christian Walton,Ipswich Town,Premier League,GK,29,6,540,0,0,0.0,0.0,0.0,1500000.0,152,226,67.3,4170,2976,1,0,0,0,0,0,0,0.0,6.0,0,0,0,0
Caleb Ekuban,Genoa,Serie A,FW,31,15,484,1,3,2.8,0.7,2.8,1500000.0,63,88,71.6,933,160,7,3,1,3,1,0,4,0.65,5.4,3,0,18,6
Philipp Hofmann,Bochum,Bundesliga,FW,32,28,2041,2,3,4.0,3.3,4.0,1500000.0,392,616,63.6,5854,1276,25,14,4,10,4,0,5,0.32,22.7,12,0,41,14
Adrià Altimira,Leganés,La Liga,"DF,FW",24,15,1082,0,0,0.1,0.0,0.1,1500000.0,326,410,79.5,5253,1496,2,30,12,11,3,0,0,0.01,12.0,15,0,4,1
Danny Ward,Leicester City,Premier League,GK,31,2,135,0,0,0.0,0.0,0.0,1500000.0,41,53,77.4,1162,949,0,0,0,0,0,0,0,0.0,1.5,0,0,0,0
Iván Balliu,Rayo Vallecano,La Liga,DF,33,20,806,0,0,0.0,0.4,0.0,1500000.0,315,423,74.5,5249,2267,5,10,7,9,2,0,0,0.05,9.0,8,1,0,0
Dylan Batubinsika,Saint-Étienne,Ligue 1,DF,29,24,1971,0,0,0.5,0.2,0.5,1500000.0,1075,1174,91.6,19582,6087,4,25,38,23,3,1,0,0.03,21.9,13,1,5,1
Joseph Aidoo,Celta Vigo,La Liga,DF,29,1,2,0,0,0.0,0.0,0.0,1400000.0,6,7,85.7,126,81,0,1,0,0,0,0,0,0.0,2.7,0,0,0,0
David Torres,Valladolid,La Liga,DF,22,18,1387,0,0,0.3,0.0,0.3,1400000.0,589,714,82.5,11231,4594,1,13,10,19,5,0,0,0.02,15.4,8,1,3,1
Jarzinho Malanga,Stuttgart,Bundesliga,DF,18,1,2,0,0,0.0,0.0,0.0,1400000.0,2,2,100.0,25,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
Antonio Raimondo,Venezia,Serie A,"FW,DF",21,9,94,0,0,0.3,0.1,0.3,1400000.0,17,26,65.4,200,48,1,2,0,0,0,0,0,0.4,1.0,1,0,1,1
Junior Sambia,Empoli,Serie A,"DF,FW",28,11,244,0,0,0.3,0.1,0.3,1400000.0,64,102,62.7,1162,574,3,10,1,2,0,0,0,0.15,2.7,8,5,6,0
Alphadjo Cissè,Hellas Verona,Serie A,"FW,MF",18,2,9,0,0,0.0,0.0,0.0,1400000.0,6,8,75.0,90,18,0,0,0,0,0,0,0,0.46,0.1,0,0,2,2
Andrea Petagna,Monza,Serie A,FW,29,9,268,0,0,0.2,0.0,0.2,1400000.0,40,62,64.5,612,54,0,1,1,0,1,0,0,0.06,3.0,0,0,4,0
Fellipe Jack,Como,Serie A,DF,19,7,171,0,0,0.0,0.1,0.0,1400000.0,77,98,78.6,1441,479,1,9,4,2,2,0,0,0.03,1.9,4,0,0,0
Harry Clarke,Ipswich Town,Premier League,DF,24,7,379,0,0,0.1,0.0,0.1,1400000.0,190,236,80.5,3442,1226,1,5,4,5,3,1,0,0.03,4.2,3,0,1,1
Denis Suárez,Villarreal,La Liga,MF,31,15,368,1,1,0.8,0.5,0.8,1300000.0,122,163,74.8,1952,662,8,5,1,2,0,0,2,0.33,4.1,4,0,8,3
Diego Rico,Getafe,La Liga,DF,32,27,2337,0,3,0.3,2.2,0.3,1300000.0,894,1321,67.7,15975,9020,30,73,30,37,7,0,3,0.1,26.0,44,24,15,3
Mamadou Coulibaly,Monaco,Ligue 1,MF,20,1,8,0,0,0.1,0.0,0.1,1300000.0,3,5,60.0,19,7,0,1,0,0,0,0,0,0.85,0.1,0,0,1,0
Karol Mets,St. Pauli,Bundesliga,DF,31,10,900,0,0,0.1,0.2,0.1,1300000.0,526,631,83.4,10181,3728,3,13,12,9,1,0,0,0.03,10.0,8,1,3,0
Petar Stojanović,Empoli,Serie A,MF,29,1,3,0,0,0.0,0.0,0.0,1300000.0,1,3,33.3,9,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
Raúl Albiol,Villarreal,La Liga,DF,39,15,1188,0,0,0.1,0.0,0.1,1300000.0,727,813,89.4,14582,6006,0,10,6,10,5,0,0,0.01,13.2,9,0,2,0
Luca Kerber,Heidenheim,Bundesliga,"MF,DF",23,19,687,1,0,0.4,0.5,0.4,1300000.0,158,216,73.1,2926,695,4,26,4,11,4,0,1,0.12,7.6,16,1,5,3
Zinedine Ferhat,Angers,Ligue 1,"FW,MF",32,20,713,2,0,1.4,2.0,1.4,1200000.0,251,374,67.1,4084,1324,12,6,8,8,1,0,2,0.43,7.9,4,3,12,5
Lukas Daschner,Bochum,Bundesliga,"MF,FW",26,14,412,1,1,2.7,0.7,1.9,1200000.0,93,144,64.6,1531,522,6,4,0,5,0,0,2,0.74,4.6,2,0,8,4
Jordan Lefort,Angers,Ligue 1,DF,31,28,2520,0,1,0.3,1.1,0.3,1200000.0,1186,1434,82.7,22600,11090,9,48,27,46,1,0,1,0.05,28.0,29,4,5,0
Florian Müller,Freiburg,Bundesliga,GK,27,5,393,0,0,0.0,0.0,0.0,1200000.0,123,181,68.0,3534,2776,0,0,0,0,0,0,0,0.0,4.4,0,0,0,0
Juan Soriano,Leganés,La Liga,GK,27,6,540,0,0,0.0,0.0,0.0,1200000.0,98,185,53.0,3513,2922,0,1,0,0,1,1,0,0.0,6.0,1,0,0,0
Eduard Sobol,Strasbourg,Ligue 1,DF,29,9,92,0,0,0.0,0.0,0.0,1200000.0,22,34,64.7,357,175,0,0,2,2,2,0,0,0.0,1.0,0,0,0,0
Fraser Forster,Tottenham,Premier League,GK,37,7,630,0,0,0.0,0.0,0.0,1200000.0,168,198,84.8,3349,2105,0,0,0,0,0,0,0,0.0,7.0,0,0,0,0
Moritz-Broni Kwarteng,Bochum,Bundesliga,"MF,FW",26,7,172,0,0,0.2,0.2,0.2,1200000.0,62,78,79.5,933,228,4,4,0,0,1,0,0,0.19,1.9,3,0,6,1
Jérôme Roussillon,Union Berlin,Bundesliga,"DF,MF",32,5,111,0,0,0.1,0.0,0.1,1200000.0,39,59,66.1,650,289,0,0,2,0,0,0,0,0.08,1.2,0,0,2,0
Kiko Femenía,Villarreal,La Liga,DF,34,22,1749,0,1,0.4,1.1,0.4,1200000.0,1044,1180,88.5,17430,5626,13,37,30,15,6,0,1,0.07,19.4,25,11,3,0
Facundo Garcés,Alavés,La Liga,DF,25,3,48,0,0,0.0,0.0,0.0,1200000.0,2,3,66.7,52,39,0,0,0,0,0,0,0,0.0,0.5,0,0,0,0
Filippo Melegoni,Genoa,Serie A,"MF,FW",26,3,89,0,1,0.0,0.5,0.0,1200000.0,9,16,56.3,197,105,1,1,0,0,0,0,1,0.55,1.0,1,0,1,0
Dani Gómez,Valencia,La Liga,FW,26,14,532,2,0,2.7,0.0,2.7,1200000.0,62,83,74.7,741,120,1,3,2,1,0,0,2,0.46,5.9,2,0,14,6
Djibril Sidibé,Toulouse,Ligue 1,DF,32,21,1506,0,2,0.3,2.2,0.3,1200000.0,751,936,80.2,13133,6107,13,50,17,8,1,0,2,0.15,16.7,26,9,4,1
Adnan Januzaj,Las Palmas,La Liga,"MF,FW",30,11,346,2,1,0.5,0.7,0.5,1200000.0,134,192,69.8,2611,896,9,6,0,4,4,0,3,0.31,3.8,4,2,10,3
Cristhian Stuani,Girona,La Liga,FW,38,24,610,6,2,6.0,0.4,3.7,1200000.0,60,87,69.0,750,67,5,5,5,3,2,0,8,0.95,6.8,5,0,21,9
Conor Townsend,Ipswich Town,Premier League,DF,32,5,306,0,1,0.0,0.7,0.0,1200000.0,77,124,62.1,1378,745,4,10,4,8,1,0,1,0.2,3.4,7,2,1,0
Álex Muñoz,Las Palmas,La Liga,DF,30,18,1298,3,0,0.7,0.5,0.7,1200000.0,563,708,79.5,9024,3268,7,37,16,26,3,0,3,0.09,14.4,29,8,8,5
Jorge Sáenz,Leganés,La Liga,DF,28,15,985,1,0,0.5,0.1,0.5,1200000.0,488,579,84.3,9846,3759,2,23,18,15,3,1,1,0.06,10.9,15,0,3,1
Alex Palmer,Ipswich Town,Premier League,GK,28,7,630,0,0,0.0,0.0,0.0,1200000.0,146,208,70.2,4192,2985,1,0,0,0,1,0,0,0.0,7.0,0,0,0,0
Álvaro Odriozola,Real Sociedad,La Liga,DF,29,2,43,0,0,0.0,0.0,0.0,1200000.0,22,30,73.3,344,111,0,1,0,0,1,0,0,0.0,0.5,1,1,0,0
Dimitry Bertaud,Montpellier,Ligue 1,GK,26,3,270,0,0,0.0,0.0,0.0,1200000.0,63,92,68.5,1921,1513,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0
Marin Šverko,Venezia,Serie A,DF,27,15,1041,1,0,0.3,0.3,0.3,1200000.0,479,581,82.4,8510,3788,2,17,16,9,3,0,1,0.06,11.6,6,0,3,1
Marnon Busch,Heidenheim,Bundesliga,"DF,MF",30,18,1069,0,1,0.3,1.1,0.3,1200000.0,512,703,72.8,11043,4040,12,18,12,18,0,0,1,0.12,11.9,12,10,11,2
Wylan Cyprien,Parma,Serie A,MF,30,2,28,0,0,0.2,0.0,0.2,1100000.0,14,21,66.7,248,161,0,0,1,1,0,0,0,0.63,0.3,0,0,1,0
Francesco Zampano,Venezia,Serie A,DF,31,21,1599,1,2,1.0,0.8,1.0,1100000.0,395,542,72.9,6433,2039,12,29,6,20,5,0,3,0.1,17.8,20,5,7,4
Jamie Vardy,Leicester City,Premier League,FW,38,28,2271,7,3,9.2,2.9,8.5,1000000.0,204,309,66.0,2896,323,18,15,3,8,5,0,10,0.48,25.2,12,1,46,19
Adam Smith,Bournemouth,Premier League,DF,33,19,1146,0,0,0.6,0.2,0.6,1000000.0,342,455,75.2,5583,1895,5,18,12,10,5,0,0,0.06,12.7,9,2,1,0
Francis Coquelin,Nantes,Ligue 1,"MF,FW",33,3,67,0,1,0.5,0.9,0.5,1000000.0,21,22,95.5,324,116,2,3,3,1,0,0,1,1.9,0.7,1,0,2,0
Jesús Vallejo,Real Madrid,La Liga,DF,28,1,11,0,0,0.0,0.0,0.0,1000000.0,12,14,85.7,221,54,0,0,0,0,0,0,0,0.0,0.1,0,0,0,0
Eric da Silva Moreira,Nott'ham Forest,Premier League,"MF,DF",18,2,30,0,0,0.0,0.0,0.0,1000000.0,7,8,87.5,86,7,0,2,1,0,0,0,0,0.0,0.3,2,0,0,0
Pierre Cornud,Saint-Étienne,Ligue 1,DF,28,11,576,0,0,0.0,0.3,0.0,1000000.0,271,331,81.9,4488,1581,3,12,9,9,2,0,0,0.05,6.4,10,2,0,0
Darwin Machís,Valladolid,La Liga,"FW,MF",32,13,443,0,1,0.8,0.5,0.8,1000000.0,112,180,62.2,2213,688,7,4,3,3,0,0,1,0.26,4.9,3,4,10,1
Divin Mubama,Manchester City,Premier League,FW,20,1,28,0,0,0.0,0.0,0.0,1000000.0,2,3,66.7,44,18,0,0,0,0,0,0,0,0.12,0.3,0,0,1,0
Davide Bartesaghi,Milan,Serie A,DF,19,2,50,0,0,0.0,0.1,0.0,1000000.0,21,29,72.4,316,93,1,2,1,1,0,1,0,0.12,0.6,1,1,0,0
Matija Nastasić,Leganés,La Liga,DF,32,24,1974,1,0,0.1,0.1,0.1,1000000.0,666,807,82.5,13406,4521,2,24,19,38,3,0,1,0.01,21.9,11,0,2,1
Pau Navarro,Villarreal,La Liga,DF,19,11,584,0,0,0.0,0.0,0.0,1000000.0,330,372,88.7,5590,2003,0,19,3,11,0,0,0,0.0,6.5,14,0,1,0
Tamás Nikitscher,Valladolid,La Liga,MF,25,7,460,0,0,0.0,0.0,0.0,1000000.0,162,176,92.0,2545,528,1,13,9,8,2,0,0,0.01,5.1,5,0,1,1
Ørjan Nyland,Sevilla,La Liga,GK,34,22,1953,0,0,0.0,0.2,0.0,1000000.0,471,737,63.9,12046,9043,3,2,0,0,2,0,0,0.01,21.7,1,0,0,0
Jesús Owono,Alavés,La Liga,GK,24,5,397,0,0,0.0,0.0,0.0,1000000.0,83,141,58.9,3375,3015,0,1,0,0,0,0,0,0.0,4.4,1,0,0,0
Paulo Azzi,Cagliari,Serie A,DF,30,6,426,0,0,0.5,0.9,0.5,1000000.0,126,180,70.0,2228,889,5,11,5,5,2,0,0,0.3,4.7,9,4,8,3
Carlo Boukhalfa,St. Pauli,Bundesliga,MF,25,20,1232,1,0,0.8,0.4,0.8,1000000.0,242,352,68.8,3152,921,5,19,11,17,0,0,1,0.09,13.7,6,1,14,2
Keita Baldé,Monza,Serie A,FW,30,7,439,1,0,0.5,0.0,0.5,1000000.0,123,139,88.5,1792,316,2,1,1,3,1,0,1,0.11,4.9,1,2,10,2
Jayden Danns,Liverpool,Premier League,MF,19,1,11,0,0,0.0,0.0,0.0,1000000.0,1,1,100.0,6,0,0,0,0,0,0,0,0,0.0,0.1,0,0,0,0
James Milner,Brighton,Premier League,MF,39,3,169,0,0,0.2,0.2,0.2,1000000.0,55,73,75.3,899,347,4,5,2,4,1,0,0,0.21,1.9,2,1,2,0
Michail Antonio,West Ham,Premier League,FW,35,14,836,1,1,2.2,1.6,2.2,1000000.0,114,188,60.6,2183,424,9,2,0,6,1,0,2,0.41,9.3,2,2,19,4
Léo Pétrot,Saint-Étienne,Ligue 1,DF,27,23,1918,0,1,0.5,0.5,0.5,1000000.0,834,1050,79.4,13263,5022,10,48,33,36,3,0,1,0.05,21.3,29,5,5,2
Théo Pellenard,Auxerre,Ligue 1,DF,31,2,45,0,0,0.0,0.0,0.0,1000000.0,15,20,75.0,239,37,0,3,0,1,0,0,0,0.0,0.5,2,1,0,0
Mahamadou Nagida,Rennes,Ligue 1,DF,19,12,430,2,0,1.5,0.3,1.5,1000000.0,172,223,77.1,2634,707,3,8,9,3,1,0,2,0.38,4.8,6,2,6,3
Martin Dúbravka,Newcastle Utd,Premier League,GK,36,10,900,0,0,0.0,0.0,0.0,1000000.0,265,333,79.6,5932,3082,0,0,0,0,0,0,0,0.0,10.0,0,0,0,0
Gauthier Gallon,Rennes,Ligue 1,GK,31,1,45,0,0,0.0,0.0,0.0,1000000.0,16,19,84.2,277,175,0,0,0,0,0,0,0,0.0,0.5,0,0,0,0
Jon Magunazelaia,Real Sociedad,La Liga,MF,24,2,7,0,0,0.0,0.0,0.0,1000000.0,7,13,53.8,117,30,0,1,0,0,0,0,0,0.0,0.1,1,0,0,0
Caleb Kporha,Crystal Palace,Premier League,DF,18,2,13,0,0,0.0,0.0,0.0,1000000.0,5,7,71.4,72,21,0,2,0,0,0,0,0,0.0,0.1,1,1,0,0
Aymen Barkok,Mainz 05,Bundesliga,MF,26,4,73,0,0,0.0,0.1,0.0,1000000.0,26,37,70.3,506,182,1,2,2,1,0,0,0,0.17,0.8,1,1,0,0
Kaelan Casey,West Ham,Premier League,DF,20,1,1,0,0,0.0,0.0,0.0,1000000.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
Marco Sala,Como,Serie A,DF,25,8,261,0,0,0.0,0.1,0.0,1000000.0,115,152,75.7,1728,523,1,9,1,2,3,0,0,0.04,0.3,6,1,0,0
José Campaña,Las Palmas,La Liga,MF,31,19,1053,0,2,0.1,0.8,0.1,1000000.0,590,698,84.5,10209,3376,10,17,18,8,3,0,2,0.07,11.7,14,3,4,2
Leandro Cabrera,Espanyol,La Liga,DF,33,25,2160,3,1,0.8,0.4,0.8,1000000.0,798,1081,73.8,16647,7871,6,34,26,26,3,0,4,0.05,24.0,18,2,13,4
Mateo Flores,Betis,La Liga,MF,20,6,153,0,0,0.0,0.0,0.0,1000000.0,56,69,81.2,955,282,0,3,2,1,1,0,0,0.0,1.7,1,1,0,0
Anthony Jung,Werder Bremen,Bundesliga,DF,33,27,1892,0,0,0.0,0.1,0.0,1000000.0,1348,1506,89.5,24270,8766,2,34,25,23,1,0,0,0.0,21.0,22,1,1,0
Almugera Kabar,Dortmund,Bundesliga,DF,18,5,137,0,0,0.0,0.5,0.0,1000000.0,89,98,90.8,1317,221,3,5,1,1,2,1,0,0.36,1.5,3,1,0,0
Patrick Erras,Holstein Kiel,Bundesliga,DF,30,10,832,1,0,0.9,0.1,0.9,1000000.0,469,510,92.0,8210,3076,3,8,9,13,2,0,1,0.11,9.2,5,0,8,1
Alen Sherri,Cagliari,Serie A,GK,27,6,540,0,0,0.0,0.0,0.0,1000000.0,149,198,75.3,3658,2598,1,1,0,0,0,0,0,0.0,6.0,0,0,0,0
Jacopo Seghetti,Empoli,Serie A,GK,20,1,90,0,0,0.0,0.0,0.0,1000000.0,14,22,63.6,384,277,0,0,0,0,0,0,0,0.0,1.0,0,0,0,0
Medon Berisha,Lecce,Serie A,MF,21,12,524,0,1,0.5,0.4,0.5,1000000.0,239,297,80.5,4866,1657,7,9,7,3,4,0,1,0.16,5.8,5,0,19,5
Nicolas Viola,Cagliari,Serie A,"MF,FW",35,22,1031,3,1,2.1,1.8,2.1,1000000.0,250,388,64.4,4501,1773,23,13,2,4,2,0,4,0.33,11.5,7,2,27,9
Danilo Veiga,Lecce,Serie A,"DF,FW",22,5,73,0,0,0.5,0.1,0.5,1000000.0,29,43,67.4,518,145,2,2,2,1,0,0,0,0.68,0.8,2,1,2,0
Francesco Caputo,Empoli,Serie A,FW,37,1,6,0,0,0.0,0.0,0.0,1000000.0,2,2,100.0,26,0,0,0,0,0,0,0,0,0.0,0.1,0,0,0,0
Franco Carboni,Venezia,Serie A,DF,22,7,181,0,0,0.0,0.1,0.0,1000000.0,50,73,68.5,782,310,2,5,0,1,1,0,0,0.05,2.0,3,2,1,0
Federico Ravaglia,Bologna,Serie A,GK,25,8,720,0,0,0.0,0.0,0.0,1000000.0,251,312,80.4,6064,3960,1,0,0,0,0,0,0,0.0,8.0,0,0,0,0
David Mokwa,Hoffenheim,Bundesliga,"DF,FW",20,2,22,0,0,0.3,0.0,0.3,1000000.0,1,4,25.0,9,0,0,1,0,0,0,0,0,1.21,0.2,0,0,2,2
Kingstone Mutandwa,Cagliari,Serie A,"MF,FW",22,4,77,0,0,0.4,0.0,0.4,1000000.0,14,20,70.0,166,14,0,0,0,0,0,0,0,0.41,0.9,0,0,4,0
Steven Skrzybski,Holstein Kiel,Bundesliga,"FW,MF",32,18,952,6,1,3.3,1.5,2.5,1000000.0,225,320,70.3,3773,1101,15,11,10,15,0,0,7,0.45,10.6,1,5,24,10
Darko Lazović,Hellas Verona,Serie A,"DF,FW",34,24,1393,1,3,2.0,3.4,1.2,1000000.0,290,470,61.7,4725,1789,18,19,11,19,0,0,4,0.35,15.5,9,7,17,2
Viktor Kovalenko,Empoli,Serie A,"MF,DF",29,4,54,0,0,0.0,0.0,0.0,1000000.0,22,28,78.6,359,56,0,2,0,0,0,0,0,0.06,0.6,1,0,1,0
Christian Kabasele,Udinese,Serie A,DF,34,13,916,1,0,0.8,0.2,0.8,1000000.0,431,504,85.5,8358,2898,5,12,10,9,0,0,1,0.1,10.2,7,0,14,3
Ridgeciano Haps,Venezia,Serie A,DF,31,17,1041,0,0,1.1,0.4,1.1,1000000.0,370,474,78.1,6293,2191,5,18,6,14,3,0,0,0.13,11.6,10,5,13,2
Antoine Hainaut,Parma,Serie A,"DF,MF",23,19,820,1,0,0.6,0.4,0.6,1000000.0,277,370,74.9,4375,1839,4,19,12,11,3,0,1,0.11,9.1,11,4,5,2
Pierluigi Gollini,Genoa,Serie A,GK,30,7,630,0,0,0.0,0.0,0.0,1000000.0,206,250,82.4,5777,4236,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0
Alessandro Gabrielloni,Como,Serie A,"FW,MF",30,12,112,1,1,0.3,0.8,0.3,1000000.0,23,40,57.5,358,80,4,0,0,0,1,0,2,0.85,1.2,0,0,4,2
Lasse Rosenboom,Holstein Kiel,Bundesliga,DF,23,20,1253,1,2,0.7,0.9,0.7,1000000.0,250,377,66.3,4652,1572,13,35,15,23,2,0,3,0.12,13.9,24,4,7,4
Maximilian Philipp,Freiburg,Bundesliga,"MF,FW",31,2,17,0,0,0.0,0.0,0.0,1000000.0,3,7,42.9,21,0,0,0,0,0,0,0,0,0.22,0.2,0,0,1,0
Davide Faraoni,Hellas Verona,Serie A,DF,33,8,260,0,0,0.2,0.1,0.2,1000000.0,65,95,68.4,1056,387,2,10,2,7,1,0,0,0.12,2.9,9,3,1,0
Rui Patrício,Atalanta,Serie A,GK,37,2,180,0,0,0.0,0.0,0.0,1000000.0,55,62,88.7,1307,770,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0
Gastón Pereiro,Genoa,Serie A,MF,29,2,31,0,0,0.0,0.0,0.0,1000000.0,11,15,73.3,139,33,0,1,0,0,0,0,0,0.0,0.3,0,0,0,0
Mattia De Sciglio,Empoli,Serie A,DF,32,16,769,1,0,0.6,0.2,0.6,1000000.0,233,299,77.9,4506,1744,3,18,8,10,0,0,1,0.09,8.5,13,2,5,3
Juan Cuadrado,Atalanta,Serie A,"DF,MF",36,17,628,0,2,0.8,1.4,0.7,1000000.0,356,446,79.8,6137,1610,16,16,5,10,1,0,2,0.31,7.0,8,2,15,4
Aaron Ciammaglichella,Torino,Serie A,MF,20,1,1,0,0,0.0,0.0,0.0,1000000.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
Marc Bartra,Betis,La Liga,DF,34,18,1487,2,0,1.1,0.0,1.1,1000000.0,640,812,78.8,13319,4703,1,23,27,26,1,0,2,0.07,16.5,15,0,16,5
Kevin Müller,Heidenheim,Bundesliga,GK,34,28,2520,0,0,0.0,0.0,0.0,1000000.0,818,1091,75.0,23294,15392,0,3,0,0,0,0,0,0.0,28.0,2,0,0,0
Dani Rodríguez,Mallorca,La Liga,"MF,FW",36,30,1761,4,6,2.8,2.9,2.8,900000.0,409,601,68.1,6996,2225,28,40,11,18,4,0,10,0.29,19.6,24,5,29,10
Iván Villar,Celta Vigo,La Liga,GK,27,4,360,0,0,0.0,0.0,0.0,900000.0,95,117,81.2,1704,1111,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0
Dennis Appiah,Saint-Étienne,Ligue 1,DF,32,23,1589,0,1,0.1,2.0,0.1,900000.0,658,872,75.5,10404,4680,10,50,18,24,1,0,1,0.12,17.7,34,6,3,1
Yllan Okou,Hellas Verona,Serie A,DF,22,1,2,0,0,0.0,0.0,0.0,900000.0,0,2,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0
Lars Ritzka,St. Pauli,Bundesliga,"DF,MF",26,17,718,1,0,0.4,0.2,0.4,900000.0,240,328,73.2,4036,1402,5,43,8,13,1,0,1,0.07,8.0,27,2,7,1
Omar Mascarell,Mallorca,La Liga,MF,32,25,1581,0,0,0.2,0.1,0.2,900000.0,611,716,85.3,10685,2978,2,24,42,24,4,1,0,0.02,17.6,12,0,6,1
Lucas Mincarelli,Montpellier,Ligue 1,DF,21,4,251,0,0,0.0,0.2,0.0,900000.0,97,126,77.0,1555,669,1,4,1,1,0,0,0,0.08,2.8,4,2,1,1
Marc Cardona,Las Palmas,La Liga,FW,29,8,93,0,0,0.2,0.0,0.2,900000.0,29,33,87.9,420,70,0,2,0,0,1,0,0,0.16,1.0,1,0,2,0
Kasey McAteer,Leicester City,Premier League,"FW,MF",23,12,395,0,1,0.6,0.4,0.6,900000.0,98,141,69.5,1365,321,5,11,2,8,1,0,1,0.21,4.4,8,1,6,2
Federico Barba,Como,Serie A,DF,31,7,431,0,0,0.2,0.0,0.2,900000.0,258,292,88.4,4163,1406,0,2,4,2,0,0,0,0.04,4.8,2,0,2,1
Ben Mee,Brentford,Premier League,DF,35,7,183,0,0,0.0,0.0,0.0,900000.0,93,120,77.5,1751,688,0,2,4,3,2,0,0,0.0,2.0,2,0,0,0
Ben Lhassine Kone,Como,Serie A,MF,25,4,51,0,0,0.0,0.0,0.0,900000.0,23,24,95.8,452,148,0,2,1,0,1,0,0,0.03,0.6,2,0,1,0
Sam Morsy,Ipswich Town,Premier League,MF,33,26,2150,1,1,0.3,0.7,0.3,900000.0,1019,1173,86.9,16253,4410,16,55,25,24,8,0,2,0.04,23.9,31,2,9,2
Jasper Cillessen,Las Palmas,La Liga,GK,35,27,2335,0,0,0.0,0.0,0.0,900000.0,683,1002,68.2,18003,13417,0,1,0,0,1,0,0,0.0,25.9,0,0,0,0
Sergi Gómez,Espanyol,La Liga,DF,33,11,652,0,0,0.3,0.0,0.3,900000.0,309,348,88.8,6063,1896,0,8,7,12,1,0,0,0.04,7.2,5,0,2,1
Franco Cervi,Celta Vigo,La Liga,"FW,MF",30,6,258,0,0,0.0,0.3,0.0,900000.0,90,131,68.7,1658,584,5,8,8,4,1,0,0,0.12,2.9,3,0,0,0
Adam Lallana,Southampton,Premier League,MF,36,14,361,0,2,0.2,0.9,0.2,900000.0,221,260,85.0,2891,980,4,8,5,4,4,0,2,0.27,4.0,5,3,3,0
Pau Cabanes,Villarreal,La Liga,"MF,FW",20,10,163,1,0,0.5,0.4,0.5,800000.0,52,75,69.3,619,80,1,6,0,1,0,0,1,0.47,1.8,2,0,4,2
Samuel Bamba,Bochum,Bundesliga,"FW,DF",21,4,14,0,0,0.1,0.0,0.1,800000.0,12,15,80.0,196,40,1,0,0,0,0,0,0,0.62,0.2,0,1,1,1
Alexander Meyer,Dortmund,Bundesliga,GK,33,2,180,0,0,0.0,0.1,0.0,800000.0,54,83,65.1,1541,1064,1,0,0,0,0,0,0,0.06,2.0,0,0,0,0
Thomas Delaine,Strasbourg,Ligue 1,DF,33,2,9,0,0,0.0,0.0,0.0,800000.0,0,4,0.0,0,0,0,1,1,0,0,0,0,0.0,0.1,1,0,0,0
Danilo D'Ambrosio,Monza,Serie A,DF,36,20,1095,0,1,0.5,0.4,0.5,800000.0,566,652,86.8,9736,3415,5,28,15,12,2,1,1,0.08,12.2,15,2,9,4
Djylian N'Guessan,Saint-Étienne,Ligue 1,FW,16,6,128,0,0,0.4,0.1,0.4,800000.0,35,42,83.3,481,89,1,3,0,1,0,0,0,0.32,1.4,2,0,3,0
Yanis Zouaoui,Le Havre,Ligue 1,"DF,FW",30,14,926,0,2,0.1,2.7,0.1,800000.0,377,551,68.4,6955,2556,26,17,8,14,2,0,2,0.28,10.3,8,9,5,2
Ibrahima Wadji,Saint-Étienne,Ligue 1,"FW,MF",29,5,117,0,0,0.2,0.0,0.2,800000.0,15,21,71.4,194,7,1,4,0,0,0,0,0,0.17,1.3,4,0,4,0
Hiroki Sekine,Reims,Ligue 1,DF,22,8,427,0,0,0.0,0.0,0.0,800000.0,173,224,77.2,2511,846,1,6,4,7,1,0,0,0.01,4.7,4,0,1,0
Théo Sainte-Luce,Montpellier,Ligue 1,DF,26,11,646,1,0,0.9,0.6,0.9,800000.0,152,213,71.4,2278,875,7,15,4,12,3,0,1,0.21,7.2,8,4,5,3
Ben Old,Saint-Étienne,Ligue 1,"MF,FW",22,7,404,0,0,0.9,0.7,0.9,800000.0,67,93,72.0,1052,290,5,5,1,5,0,0,0,0.36,4.5,5,1,9,2
Steve Ngoura,Le Havre,Ligue 1,FW,20,8,289,0,0,1.3,0.4,1.3,800000.0,37,57,64.9,556,181,2,4,0,2,0,0,0,0.54,3.2,2,0,10,2
Loïc Nego,Le Havre,Ligue 1,"DF,FW",34,24,1831,0,0,0.6,0.4,0.6,800000.0,657,872,75.3,11040,4199,10,40,22,14,3,0,0,0.05,20.3,24,12,10,2
